Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;13 Madrid, Comunidad de;Analfabetos;2014;42,8
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2022;125,6
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2021;149,5
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2020;158
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2019;175,5
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2018;180,1
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2017;182,8
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2016;220,9
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2015;258,8
Ambos sexos;13 Madrid, Comunidad de;Estudios primarios incompletos;2014;258,7
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2022;544,3
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2021;490,3
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2020;516,2
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2019;545,5
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2018;565,3
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2017;555
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2016;600,3
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2015;565,2
Ambos sexos;13 Madrid, Comunidad de;Educación primaria;2014;560,6
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2022;1.198,1
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2021;1.226
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2020;1.198,4
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2019;1.204,9
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2018;1.243,2
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2017;1.203,7
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2016;1.183,9
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2015;1.154,7
Ambos sexos;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2014;1.133,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022;1.097,6
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021;1.061,1
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2020;1.087,5
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2019;1.055,1
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2018;1.000,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2017;1.016,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2016;982
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2015;957,9
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2014;955
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;336,8
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;333,8
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;335,9
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;313,6
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;318,2
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;301,6
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;262,9
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;282,7
Ambos sexos;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;268,7
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2022;2.328,6
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2021;2.293,7
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2020;2.266,3
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2019;2.188,5
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2018;2.067,9
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2017;2.029
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2016;1.991,8
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2015;1.990,4
Ambos sexos;13 Madrid, Comunidad de;Educación superior;2014;2.012,3
Ambos sexos;14 Murcia, Región de;Total;2022;1.255,4
Ambos sexos;14 Murcia, Región de;Total;2021;1.240,3
Ambos sexos;14 Murcia, Región de;Total;2020;1.230,6
Ambos sexos;14 Murcia, Región de;Total;2019;1.216,8
Ambos sexos;14 Murcia, Región de;Total;2018;1.199,6
Ambos sexos;14 Murcia, Región de;Total;2017;1.191,7
Ambos sexos;14 Murcia, Región de;Total;2016;1.185,1
Ambos sexos;14 Murcia, Región de;Total;2015;1.182,3
Ambos sexos;14 Murcia, Región de;Total;2014;1.182
Ambos sexos;14 Murcia, Región de;Analfabetos;2022;31,6
Ambos sexos;14 Murcia, Región de;Analfabetos;2021;29,8
Ambos sexos;14 Murcia, Región de;Analfabetos;2020;31,2
Ambos sexos;14 Murcia, Región de;Analfabetos;2019;39,6
Ambos sexos;14 Murcia, Región de;Analfabetos;2018;33,7
Ambos sexos;14 Murcia, Región de;Analfabetos;2017;35,8
Ambos sexos;14 Murcia, Región de;Analfabetos;2016;42,4
Ambos sexos;14 Murcia, Región de;Analfabetos;2015;44,3
Ambos sexos;14 Murcia, Región de;Analfabetos;2014;43,8
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2022;78,6
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2021;71,1
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2020;76,7
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2019;77,2
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2018;85,8
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2017;89,8
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2016;99,2
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2015;106,4
Ambos sexos;14 Murcia, Región de;Estudios primarios incompletos;2014;102
Ambos sexos;14 Murcia, Región de;Educación primaria;2022;104,6
Ambos sexos;14 Murcia, Región de;Educación primaria;2021;110,7
Ambos sexos;14 Murcia, Región de;Educación primaria;2020;122,1
Ambos sexos;14 Murcia, Región de;Educación primaria;2019;124,3
Ambos sexos;14 Murcia, Región de;Educación primaria;2018;123,1
Ambos sexos;14 Murcia, Región de;Educación primaria;2017;145
Ambos sexos;14 Murcia, Región de;Educación primaria;2016;157,1
Ambos sexos;14 Murcia, Región de;Educación primaria;2015;158,2
Ambos sexos;14 Murcia, Región de;Educación primaria;2014;171,5
Ambos sexos;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2022;445,7
Ambos sexos;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2021;415,4
Ambos sexos;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2020;409,3
Ambos sexos;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2019;414
Ambos sexos;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2018;402,1
Ambos sexos;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2017;387,3
Ambos sexos;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2016;374,4
Ambos sexos;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2015;366,9
Ambos sexos;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2014;364,2
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2022;168
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2021;165
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2020;157,6
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2019;148,3
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2018;155
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2017;155
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2016;145,1
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2015;148,8
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2014;147,6
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;109,3
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;106,3
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;106,1
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;103,8
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;98,9
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;96,6
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;98,6
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;95,5
Ambos sexos;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;97,1
Ambos sexos;14 Murcia, Región de;Educación superior;2022;317,6
Ambos sexos;14 Murcia, Región de;Educación superior;2021;341,9
Ambos sexos;14 Murcia, Región de;Educación superior;2020;327,7
Ambos sexos;14 Murcia, Región de;Educación superior;2019;309,6
Ambos sexos;14 Murcia, Región de;Educación superior;2018;301
Ambos sexos;14 Murcia, Región de;Educación superior;2017;282,2
Ambos sexos;14 Murcia, Región de;Educación superior;2016;268,4
Ambos sexos;14 Murcia, Región de;Educación superior;2015;262,1
Ambos sexos;14 Murcia, Región de;Educación superior;2014;255,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022;547
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021;541,5
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020;541,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019;536,9
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018;530,8
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017;525,3
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016;522,1
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2015;521,5
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2014;521,2
Ambos sexos;15 Navarra, Comunidad Foral de;Analfabetos;2022;4,5
Ambos sexos;15 Navarra, Comunidad Foral de;Analfabetos;2021;4,1
Ambos sexos;15 Navarra, Comunidad Foral de;Analfabetos;2020;4
Ambos sexos;15 Navarra, Comunidad Foral de;Analfabetos;2019;3,2
Ambos sexos;15 Navarra, Comunidad Foral de;Analfabetos;2018;3,7
Ambos sexos;15 Navarra, Comunidad Foral de;Analfabetos;2017;5,1
Ambos sexos;15 Navarra, Comunidad Foral de;Analfabetos;2016;5,1
Ambos sexos;15 Navarra, Comunidad Foral de;Analfabetos;2015;2,8
Ambos sexos;15 Navarra, Comunidad Foral de;Analfabetos;2014;2,8
Ambos sexos;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2022;12,1
Ambos sexos;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2021;12,4
Ambos sexos;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2020;10
Ambos sexos;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2019;8
Ambos sexos;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2018;8,2
Ambos sexos;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2017;10,3
Ambos sexos;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2016;14,5
Ambos sexos;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2015;14,1
Ambos sexos;15 Navarra, Comunidad Foral de;Estudios primarios incompletos;2014;16,5
Ambos sexos;15 Navarra, Comunidad Foral de;Educación primaria;2022;67,6
Ambos sexos;15 Navarra, Comunidad Foral de;Educación primaria;2021;70,2
Ambos sexos;15 Navarra, Comunidad Foral de;Educación primaria;2020;68,1
Ambos sexos;15 Navarra, Comunidad Foral de;Educación primaria;2019;80,7
Ambos sexos;15 Navarra, Comunidad Foral de;Educación primaria;2018;91,3
Ambos sexos;15 Navarra, Comunidad Foral de;Educación primaria;2017;85,5
Ambos sexos;15 Navarra, Comunidad Foral de;Educación primaria;2016;83,4
Ambos sexos;15 Navarra, Comunidad Foral de;Educación primaria;2015;86,4
Ambos sexos;15 Navarra, Comunidad Foral de;Educación primaria;2014;85,6
Ambos sexos;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2022;127,4
Ambos sexos;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2021;124,8
Ambos sexos;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2020;131
Ambos sexos;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2019;127,3
Ambos sexos;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2018;124,6
Ambos sexos;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2017;127,9
Ambos sexos;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2016;125,2
Ambos sexos;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2015;137,1
Ambos sexos;15 Navarra, Comunidad Foral de;Primera etapa de educación secundaria y similar;2014;132,9
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2022;70,9
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2021;69,5
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2020;71,9
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2019;68,5
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2018;65,1
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2017;59,4
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2016;65,7
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2015;66,9
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria, con orientación general;2014;66,4
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;58,5
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;54,7
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;51,6
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;53,7
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;52,4
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;54
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;48,7
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;44,9
Ambos sexos;15 Navarra, Comunidad Foral de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;44,3
Ambos sexos;15 Navarra, Comunidad Foral de;Educación superior;2022;206,1
Ambos sexos;15 Navarra, Comunidad Foral de;Educación superior;2021;205,9
Ambos sexos;15 Navarra, Comunidad Foral de;Educación superior;2020;205,2
Ambos sexos;15 Navarra, Comunidad Foral de;Educación superior;2019;195,5
Ambos sexos;15 Navarra, Comunidad Foral de;Educación superior;2018;185,5
Ambos sexos;15 Navarra, Comunidad Foral de;Educación superior;2017;183
Ambos sexos;15 Navarra, Comunidad Foral de;Educación superior;2016;179,4
Ambos sexos;15 Navarra, Comunidad Foral de;Educación superior;2015;169,2
Ambos sexos;15 Navarra, Comunidad Foral de;Educación superior;2014;172,6
Ambos sexos;16 País Vasco;Total;2022;1.838,8
Ambos sexos;16 País Vasco;Total;2021;1.836,3
Ambos sexos;16 País Vasco;Total;2020;1.842,6
Ambos sexos;16 País Vasco;Total;2019;1.834,1
Ambos sexos;16 País Vasco;Total;2018;1.822,9
Ambos sexos;16 País Vasco;Total;2017;1.816,7
Ambos sexos;16 País Vasco;Total;2016;1.811,8
Ambos sexos;16 País Vasco;Total;2015;1.812,7
Ambos sexos;16 País Vasco;Total;2014;1.814
Ambos sexos;16 País Vasco;Analfabetos;2022;5,9
Ambos sexos;16 País Vasco;Analfabetos;2021;9
Ambos sexos;16 País Vasco;Analfabetos;2020;10
Ambos sexos;16 País Vasco;Analfabetos;2019;8,6
Ambos sexos;16 País Vasco;Analfabetos;2018;10
Ambos sexos;16 País Vasco;Analfabetos;2017;11,4
Ambos sexos;16 País Vasco;Analfabetos;2016;11
Ambos sexos;16 País Vasco;Analfabetos;2015;10,6
Ambos sexos;16 País Vasco;Analfabetos;2014;11,4
Ambos sexos;16 País Vasco;Estudios primarios incompletos;2022;39,1
Ambos sexos;16 País Vasco;Estudios primarios incompletos;2021;41,5
Ambos sexos;16 País Vasco;Estudios primarios incompletos;2020;35,5
Ambos sexos;16 País Vasco;Estudios primarios incompletos;2019;35,1
Ambos sexos;16 País Vasco;Estudios primarios incompletos;2018;32,5
Ambos sexos;16 País Vasco;Estudios primarios incompletos;2017;39,9
Ambos sexos;16 País Vasco;Estudios primarios incompletos;2016;40,1
Ambos sexos;16 País Vasco;Estudios primarios incompletos;2015;41,3
Ambos sexos;16 País Vasco;Estudios primarios incompletos;2014;42,5
Ambos sexos;16 País Vasco;Educación primaria;2022;191,9
Ambos sexos;16 País Vasco;Educación primaria;2021;192,2
Ambos sexos;16 País Vasco;Educación primaria;2020;214,2
Ambos sexos;16 País Vasco;Educación primaria;2019;251,3
Ambos sexos;16 País Vasco;Educación primaria;2018;272,4
Ambos sexos;16 País Vasco;Educación primaria;2017;271,3
Ambos sexos;16 País Vasco;Educación primaria;2016;280,4
Ambos sexos;16 País Vasco;Educación primaria;2015;294,8
Ambos sexos;16 País Vasco;Educación primaria;2014;323,6
Ambos sexos;16 País Vasco;Primera etapa de educación secundaria y similar;2022;385,1
Ambos sexos;16 País Vasco;Primera etapa de educación secundaria y similar;2021;400
Ambos sexos;16 País Vasco;Primera etapa de educación secundaria y similar;2020;421,8
Ambos sexos;16 País Vasco;Primera etapa de educación secundaria y similar;2019;429,3
Ambos sexos;16 País Vasco;Primera etapa de educación secundaria y similar;2018;420,7
Ambos sexos;16 País Vasco;Primera etapa de educación secundaria y similar;2017;429,9
Ambos sexos;16 País Vasco;Primera etapa de educación secundaria y similar;2016;428,1
Ambos sexos;16 País Vasco;Primera etapa de educación secundaria y similar;2015;423,8
Ambos sexos;16 País Vasco;Primera etapa de educación secundaria y similar;2014;416,3
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2022;225,8
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2021;218
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2020;223,2
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2019;218,2
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2018;216,3
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2017;207,2
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2016;213,2
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2015;205,7
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2014;193,4
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;175,8
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;180,2
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;178,7
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;174,1
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;173,8
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;168,1
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;162,8
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;165,7
Ambos sexos;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;165,6
Ambos sexos;16 País Vasco;Educación superior;2022;815
Ambos sexos;16 País Vasco;Educación superior;2021;795,5
Ambos sexos;16 País Vasco;Educación superior;2020;759
Ambos sexos;16 País Vasco;Educación superior;2019;717,5
Ambos sexos;16 País Vasco;Educación superior;2018;697,3
Ambos sexos;16 País Vasco;Educación superior;2017;688,9
Ambos sexos;16 País Vasco;Educación superior;2016;676,1
Ambos sexos;16 País Vasco;Educación superior;2015;670,7
Ambos sexos;16 País Vasco;Educación superior;2014;661,2
Ambos sexos;17 Rioja, La;Total;2022;264,8
Ambos sexos;17 Rioja, La;Total;2021;264,3
Ambos sexos;17 Rioja, La;Total;2020;264,6
Ambos sexos;17 Rioja, La;Total;2019;262,5
Ambos sexos;17 Rioja, La;Total;2018;260,4
Ambos sexos;17 Rioja, La;Total;2017;259,1
Ambos sexos;17 Rioja, La;Total;2016;259
Ambos sexos;17 Rioja, La;Total;2015;259,7
Ambos sexos;17 Rioja, La;Total;2014;260
Ambos sexos;17 Rioja, La;Analfabetos;2022;3,2
Ambos sexos;17 Rioja, La;Analfabetos;2021;2,5
Ambos sexos;17 Rioja, La;Analfabetos;2020;1,4
Ambos sexos;17 Rioja, La;Analfabetos;2019;1,4
Ambos sexos;17 Rioja, La;Analfabetos;2018;1,9
Ambos sexos;17 Rioja, La;Analfabetos;2017;2,5
Ambos sexos;17 Rioja, La;Analfabetos;2016;1,9
Ambos sexos;17 Rioja, La;Analfabetos;2015;1,6
Ambos sexos;17 Rioja, La;Analfabetos;2014;1,7
Ambos sexos;17 Rioja, La;Estudios primarios incompletos;2022;3,4
Ambos sexos;17 Rioja, La;Estudios primarios incompletos;2021;4,6
Ambos sexos;17 Rioja, La;Estudios primarios incompletos;2020;5,8
Ambos sexos;17 Rioja, La;Estudios primarios incompletos;2019;5,3
Ambos sexos;17 Rioja, La;Estudios primarios incompletos;2018;6,1
Ambos sexos;17 Rioja, La;Estudios primarios incompletos;2017;5,2
Ambos sexos;17 Rioja, La;Estudios primarios incompletos;2016;4,9
Ambos sexos;17 Rioja, La;Estudios primarios incompletos;2015;8,5
Ambos sexos;17 Rioja, La;Estudios primarios incompletos;2014;9,2
Ambos sexos;17 Rioja, La;Educación primaria;2022;14,9
Ambos sexos;17 Rioja, La;Educación primaria;2021;21
Ambos sexos;17 Rioja, La;Educación primaria;2020;24,4
Ambos sexos;17 Rioja, La;Educación primaria;2019;27,7
Ambos sexos;17 Rioja, La;Educación primaria;2018;29,6
Ambos sexos;17 Rioja, La;Educación primaria;2017;36,4
Ambos sexos;17 Rioja, La;Educación primaria;2016;49,1
Ambos sexos;17 Rioja, La;Educación primaria;2015;48,3
Ambos sexos;17 Rioja, La;Educación primaria;2014;50,9
Ambos sexos;17 Rioja, La;Primera etapa de educación secundaria y similar;2022;93,4
Ambos sexos;17 Rioja, La;Primera etapa de educación secundaria y similar;2021;92,3
Ambos sexos;17 Rioja, La;Primera etapa de educación secundaria y similar;2020;93
Ambos sexos;17 Rioja, La;Primera etapa de educación secundaria y similar;2019;92
Ambos sexos;17 Rioja, La;Primera etapa de educación secundaria y similar;2018;90,4
Ambos sexos;17 Rioja, La;Primera etapa de educación secundaria y similar;2017;84,9
Ambos sexos;17 Rioja, La;Primera etapa de educación secundaria y similar;2016;75,8
Ambos sexos;17 Rioja, La;Primera etapa de educación secundaria y similar;2015;66,8
Ambos sexos;17 Rioja, La;Primera etapa de educación secundaria y similar;2014;67,7
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2022;36,5
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2021;35
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2020;34,8
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2019;34,7
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2018;34,1
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2017;33,7
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2016;31,2
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2015;34,3
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2014;33,5
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;26
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;25,2
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;24,1
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;22,3
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;22,7
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;22,4
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;21,7
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;21,3
Ambos sexos;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;22,2
Ambos sexos;17 Rioja, La;Educación superior;2022;87,4
Ambos sexos;17 Rioja, La;Educación superior;2021;83,6
Ambos sexos;17 Rioja, La;Educación superior;2020;81,2
Ambos sexos;17 Rioja, La;Educación superior;2019;79,1
Ambos sexos;17 Rioja, La;Educación superior;2018;75,6
Ambos sexos;17 Rioja, La;Educación superior;2017;73,9
