Edad simple;Comunidades y ciudades autónomas;Sexo;Periodo;Total
30 años;18 Ceuta;Total;2013;1.335
30 años;18 Ceuta;Hombres;2021;540
30 años;18 Ceuta;Hombres;2020;587
30 años;18 Ceuta;Hombres;2019;602
30 años;18 Ceuta;Hombres;2018;607
30 años;18 Ceuta;Hombres;2017;584
30 años;18 Ceuta;Hombres;2016;658
30 años;18 Ceuta;Hombres;2015;615
30 años;18 Ceuta;Hombres;2014;669
30 años;18 Ceuta;Hombres;2013;681
30 años;18 Ceuta;Mujeres;2021;541
30 años;18 Ceuta;Mujeres;2020;541
30 años;18 Ceuta;Mujeres;2019;593
30 años;18 Ceuta;Mujeres;2018;552
30 años;18 Ceuta;Mujeres;2017;559
30 años;18 Ceuta;Mujeres;2016;636
30 años;18 Ceuta;Mujeres;2015;595
30 años;18 Ceuta;Mujeres;2014;609
30 años;18 Ceuta;Mujeres;2013;654
30 años;19 Melilla;Total;2021;1.158
30 años;19 Melilla;Total;2020;1.120
30 años;19 Melilla;Total;2019;1.156
30 años;19 Melilla;Total;2018;1.154
30 años;19 Melilla;Total;2017;1.176
30 años;19 Melilla;Total;2016;1.217
30 años;19 Melilla;Total;2015;1.274
30 años;19 Melilla;Total;2014;1.317
30 años;19 Melilla;Total;2013;1.293
30 años;19 Melilla;Hombres;2021;548
30 años;19 Melilla;Hombres;2020;538
30 años;19 Melilla;Hombres;2019;561
30 años;19 Melilla;Hombres;2018;602
30 años;19 Melilla;Hombres;2017;566
30 años;19 Melilla;Hombres;2016;625
30 años;19 Melilla;Hombres;2015;623
30 años;19 Melilla;Hombres;2014;670
30 años;19 Melilla;Hombres;2013;707
30 años;19 Melilla;Mujeres;2021;610
30 años;19 Melilla;Mujeres;2020;582
30 años;19 Melilla;Mujeres;2019;595
30 años;19 Melilla;Mujeres;2018;552
30 años;19 Melilla;Mujeres;2017;610
30 años;19 Melilla;Mujeres;2016;592
30 años;19 Melilla;Mujeres;2015;651
30 años;19 Melilla;Mujeres;2014;647
30 años;19 Melilla;Mujeres;2013;586
31 años;Total Nacional;Total;2021;545.673
31 años;Total Nacional;Total;2020;550.429
31 años;Total Nacional;Total;2019;546.897
31 años;Total Nacional;Total;2018;553.325
31 años;Total Nacional;Total;2017;569.602
31 años;Total Nacional;Total;2016;593.372
31 años;Total Nacional;Total;2015;617.792
31 años;Total Nacional;Total;2014;662.387
31 años;Total Nacional;Total;2013;705.188
31 años;Total Nacional;Hombres;2021;274.358
31 años;Total Nacional;Hombres;2020;276.087
31 años;Total Nacional;Hombres;2019;273.632
31 años;Total Nacional;Hombres;2018;275.833
31 años;Total Nacional;Hombres;2017;284.751
31 años;Total Nacional;Hombres;2016;296.890
31 años;Total Nacional;Hombres;2015;310.167
31 años;Total Nacional;Hombres;2014;333.828
31 años;Total Nacional;Hombres;2013;358.029
31 años;Total Nacional;Mujeres;2021;271.315
31 años;Total Nacional;Mujeres;2020;274.342
31 años;Total Nacional;Mujeres;2019;273.265
31 años;Total Nacional;Mujeres;2018;277.492
31 años;Total Nacional;Mujeres;2017;284.851
31 años;Total Nacional;Mujeres;2016;296.482
31 años;Total Nacional;Mujeres;2015;307.625
31 años;Total Nacional;Mujeres;2014;328.559
31 años;Total Nacional;Mujeres;2013;347.159
31 años;01 Andalucía;Total;2021;101.566
31 años;01 Andalucía;Total;2020;101.801
31 años;01 Andalucía;Total;2019;102.391
31 años;01 Andalucía;Total;2018;104.162
31 años;01 Andalucía;Total;2017;106.872
31 años;01 Andalucía;Total;2016;112.167
31 años;01 Andalucía;Total;2015;116.667
31 años;01 Andalucía;Total;2014;123.448
31 años;01 Andalucía;Total;2013;128.268
31 años;01 Andalucía;Hombres;2021;51.433
31 años;01 Andalucía;Hombres;2020;51.422
31 años;01 Andalucía;Hombres;2019;51.560
31 años;01 Andalucía;Hombres;2018;52.331
31 años;01 Andalucía;Hombres;2017;53.915
31 años;01 Andalucía;Hombres;2016;56.384
31 años;01 Andalucía;Hombres;2015;58.900
31 años;01 Andalucía;Hombres;2014;62.376
31 años;01 Andalucía;Hombres;2013;65.003
31 años;01 Andalucía;Mujeres;2021;50.133
31 años;01 Andalucía;Mujeres;2020;50.379
31 años;01 Andalucía;Mujeres;2019;50.831
31 años;01 Andalucía;Mujeres;2018;51.831
31 años;01 Andalucía;Mujeres;2017;52.957
31 años;01 Andalucía;Mujeres;2016;55.783
31 años;01 Andalucía;Mujeres;2015;57.767
31 años;01 Andalucía;Mujeres;2014;61.072
31 años;01 Andalucía;Mujeres;2013;63.265
31 años;02 Aragón;Total;2021;14.578
31 años;02 Aragón;Total;2020;14.646
31 años;02 Aragón;Total;2019;14.479
31 años;02 Aragón;Total;2018;14.858
31 años;02 Aragón;Total;2017;15.408
31 años;02 Aragón;Total;2016;15.911
31 años;02 Aragón;Total;2015;16.392
31 años;02 Aragón;Total;2014;17.741
31 años;02 Aragón;Total;2013;18.819
31 años;02 Aragón;Hombres;2021;7.487
31 años;02 Aragón;Hombres;2020;7.489
31 años;02 Aragón;Hombres;2019;7.242
31 años;02 Aragón;Hombres;2018;7.466
31 años;02 Aragón;Hombres;2017;7.850
31 años;02 Aragón;Hombres;2016;8.276
31 años;02 Aragón;Hombres;2015;8.484
31 años;02 Aragón;Hombres;2014;9.149
31 años;02 Aragón;Hombres;2013;9.753
31 años;02 Aragón;Mujeres;2021;7.091
31 años;02 Aragón;Mujeres;2020;7.157
31 años;02 Aragón;Mujeres;2019;7.237
31 años;02 Aragón;Mujeres;2018;7.392
31 años;02 Aragón;Mujeres;2017;7.558
31 años;02 Aragón;Mujeres;2016;7.635
31 años;02 Aragón;Mujeres;2015;7.908
31 años;02 Aragón;Mujeres;2014;8.592
31 años;02 Aragón;Mujeres;2013;9.066
31 años;03 Asturias, Principado de;Total;2021;8.774
31 años;03 Asturias, Principado de;Total;2020;9.188
31 años;03 Asturias, Principado de;Total;2019;9.822
31 años;03 Asturias, Principado de;Total;2018;10.423
31 años;03 Asturias, Principado de;Total;2017;11.025
31 años;03 Asturias, Principado de;Total;2016;11.553
31 años;03 Asturias, Principado de;Total;2015;12.374
31 años;03 Asturias, Principado de;Total;2014;13.196
31 años;03 Asturias, Principado de;Total;2013;14.286
31 años;03 Asturias, Principado de;Hombres;2021;4.403
31 años;03 Asturias, Principado de;Hombres;2020;4.644
31 años;03 Asturias, Principado de;Hombres;2019;4.887
31 años;03 Asturias, Principado de;Hombres;2018;5.311
31 años;03 Asturias, Principado de;Hombres;2017;5.613
31 años;03 Asturias, Principado de;Hombres;2016;5.772
31 años;03 Asturias, Principado de;Hombres;2015;6.325
31 años;03 Asturias, Principado de;Hombres;2014;6.626
31 años;03 Asturias, Principado de;Hombres;2013;7.131
31 años;03 Asturias, Principado de;Mujeres;2021;4.371
31 años;03 Asturias, Principado de;Mujeres;2020;4.544
31 años;03 Asturias, Principado de;Mujeres;2019;4.935
31 años;03 Asturias, Principado de;Mujeres;2018;5.112
31 años;03 Asturias, Principado de;Mujeres;2017;5.412
31 años;03 Asturias, Principado de;Mujeres;2016;5.781
31 años;03 Asturias, Principado de;Mujeres;2015;6.049
31 años;03 Asturias, Principado de;Mujeres;2014;6.570
31 años;03 Asturias, Principado de;Mujeres;2013;7.155
31 años;04 Balears, Illes;Total;2021;16.595
31 años;04 Balears, Illes;Total;2020;16.681
31 años;04 Balears, Illes;Total;2019;16.210
31 años;04 Balears, Illes;Total;2018;16.216
31 años;04 Balears, Illes;Total;2017;16.742
31 años;04 Balears, Illes;Total;2016;16.913
31 años;04 Balears, Illes;Total;2015;17.484
31 años;04 Balears, Illes;Total;2014;18.310
31 años;04 Balears, Illes;Total;2013;19.068
31 años;04 Balears, Illes;Hombres;2021;8.293
31 años;04 Balears, Illes;Hombres;2020;8.449
31 años;04 Balears, Illes;Hombres;2019;8.009
31 años;04 Balears, Illes;Hombres;2018;7.976
31 años;04 Balears, Illes;Hombres;2017;8.417
31 años;04 Balears, Illes;Hombres;2016;8.357
31 años;04 Balears, Illes;Hombres;2015;8.801
31 años;04 Balears, Illes;Hombres;2014;9.302
31 años;04 Balears, Illes;Hombres;2013;9.638
31 años;04 Balears, Illes;Mujeres;2021;8.302
31 años;04 Balears, Illes;Mujeres;2020;8.232
31 años;04 Balears, Illes;Mujeres;2019;8.201
31 años;04 Balears, Illes;Mujeres;2018;8.240
31 años;04 Balears, Illes;Mujeres;2017;8.325
31 años;04 Balears, Illes;Mujeres;2016;8.556
31 años;04 Balears, Illes;Mujeres;2015;8.683
31 años;04 Balears, Illes;Mujeres;2014;9.008
31 años;04 Balears, Illes;Mujeres;2013;9.430
31 años;05 Canarias;Total;2021;28.452
31 años;05 Canarias;Total;2020;28.994
31 años;05 Canarias;Total;2019;28.123
31 años;05 Canarias;Total;2018;28.043
31 años;05 Canarias;Total;2017;28.189
31 años;05 Canarias;Total;2016;29.104
31 años;05 Canarias;Total;2015;30.517
31 años;05 Canarias;Total;2014;32.364
31 años;05 Canarias;Total;2013;34.071
31 años;05 Canarias;Hombres;2021;14.250
31 años;05 Canarias;Hombres;2020;14.389
31 años;05 Canarias;Hombres;2019;13.988
31 años;05 Canarias;Hombres;2018;13.821
31 años;05 Canarias;Hombres;2017;13.857
31 años;05 Canarias;Hombres;2016;14.379
31 años;05 Canarias;Hombres;2015;15.055
31 años;05 Canarias;Hombres;2014;15.979
31 años;05 Canarias;Hombres;2013;17.002
31 años;05 Canarias;Mujeres;2021;14.202
31 años;05 Canarias;Mujeres;2020;14.605
31 años;05 Canarias;Mujeres;2019;14.135
31 años;05 Canarias;Mujeres;2018;14.222
31 años;05 Canarias;Mujeres;2017;14.332
31 años;05 Canarias;Mujeres;2016;14.725
31 años;05 Canarias;Mujeres;2015;15.462
31 años;05 Canarias;Mujeres;2014;16.385
31 años;05 Canarias;Mujeres;2013;17.069
31 años;06 Cantabria;Total;2021;5.521
31 años;06 Cantabria;Total;2020;5.891
31 años;06 Cantabria;Total;2019;5.963
31 años;06 Cantabria;Total;2018;6.198
31 años;06 Cantabria;Total;2017;6.545
31 años;06 Cantabria;Total;2016;6.943
31 años;06 Cantabria;Total;2015;7.384
31 años;06 Cantabria;Total;2014;7.903
31 años;06 Cantabria;Total;2013;8.592
31 años;06 Cantabria;Hombres;2021;2.728
31 años;06 Cantabria;Hombres;2020;2.893
31 años;06 Cantabria;Hombres;2019;2.999
31 años;06 Cantabria;Hombres;2018;3.138
31 años;06 Cantabria;Hombres;2017;3.286
31 años;06 Cantabria;Hombres;2016;3.447
31 años;06 Cantabria;Hombres;2015;3.705
31 años;06 Cantabria;Hombres;2014;4.030
31 años;06 Cantabria;Hombres;2013;4.408
31 años;06 Cantabria;Mujeres;2021;2.793
31 años;06 Cantabria;Mujeres;2020;2.998
31 años;06 Cantabria;Mujeres;2019;2.964
31 años;06 Cantabria;Mujeres;2018;3.060
31 años;06 Cantabria;Mujeres;2017;3.259
31 años;06 Cantabria;Mujeres;2016;3.496
31 años;06 Cantabria;Mujeres;2015;3.679
31 años;06 Cantabria;Mujeres;2014;3.873
31 años;06 Cantabria;Mujeres;2013;4.184
31 años;07 Castilla y León;Total;2021;22.771
31 años;07 Castilla y León;Total;2020;23.069
31 años;07 Castilla y León;Total;2019;23.908
31 años;07 Castilla y León;Total;2018;24.940
31 años;07 Castilla y León;Total;2017;26.346
31 años;07 Castilla y León;Total;2016;27.795
31 años;07 Castilla y León;Total;2015;28.771
31 años;07 Castilla y León;Total;2014;30.727
31 años;07 Castilla y León;Total;2013;32.702
31 años;07 Castilla y León;Hombres;2021;11.602
31 años;07 Castilla y León;Hombres;2020;11.961
31 años;07 Castilla y León;Hombres;2019;12.196
31 años;07 Castilla y León;Hombres;2018;12.822
31 años;07 Castilla y León;Hombres;2017;13.690
31 años;07 Castilla y León;Hombres;2016;14.345
31 años;07 Castilla y León;Hombres;2015;14.708
31 años;07 Castilla y León;Hombres;2014;15.812
31 años;07 Castilla y León;Hombres;2013;17.013
31 años;07 Castilla y León;Mujeres;2021;11.169
31 años;07 Castilla y León;Mujeres;2020;11.108
31 años;07 Castilla y León;Mujeres;2019;11.712
31 años;07 Castilla y León;Mujeres;2018;12.118
31 años;07 Castilla y León;Mujeres;2017;12.656
31 años;07 Castilla y León;Mujeres;2016;13.450
31 años;07 Castilla y León;Mujeres;2015;14.063
31 años;07 Castilla y León;Mujeres;2014;14.915
31 años;07 Castilla y León;Mujeres;2013;15.689
31 años;08 Castilla - La Mancha;Total;2021;23.456
31 años;08 Castilla - La Mancha;Total;2020;23.644
31 años;08 Castilla - La Mancha;Total;2019;24.024
31 años;08 Castilla - La Mancha;Total;2018;24.509
31 años;08 Castilla - La Mancha;Total;2017;25.081
31 años;08 Castilla - La Mancha;Total;2016;26.831
31 años;08 Castilla - La Mancha;Total;2015;28.313
31 años;08 Castilla - La Mancha;Total;2014;30.071
31 años;08 Castilla - La Mancha;Total;2013;32.026
31 años;08 Castilla - La Mancha;Hombres;2021;12.099
31 años;08 Castilla - La Mancha;Hombres;2020;12.172
31 años;08 Castilla - La Mancha;Hombres;2019;12.205
31 años;08 Castilla - La Mancha;Hombres;2018;12.528
31 años;08 Castilla - La Mancha;Hombres;2017;12.755
31 años;08 Castilla - La Mancha;Hombres;2016;13.893
31 años;08 Castilla - La Mancha;Hombres;2015;14.675
31 años;08 Castilla - La Mancha;Hombres;2014;15.643
31 años;08 Castilla - La Mancha;Hombres;2013;16.866
31 años;08 Castilla - La Mancha;Mujeres;2021;11.357
31 años;08 Castilla - La Mancha;Mujeres;2020;11.472
31 años;08 Castilla - La Mancha;Mujeres;2019;11.819
31 años;08 Castilla - La Mancha;Mujeres;2018;11.981
31 años;08 Castilla - La Mancha;Mujeres;2017;12.326
31 años;08 Castilla - La Mancha;Mujeres;2016;12.938
31 años;08 Castilla - La Mancha;Mujeres;2015;13.638
31 años;08 Castilla - La Mancha;Mujeres;2014;14.428
31 años;08 Castilla - La Mancha;Mujeres;2013;15.160
31 años;09 Cataluña;Total;2021;92.229
31 años;09 Cataluña;Total;2020;92.953
31 años;09 Cataluña;Total;2019;90.080
31 años;09 Cataluña;Total;2018;89.559
31 años;09 Cataluña;Total;2017;91.576
31 años;09 Cataluña;Total;2016;93.856
31 años;09 Cataluña;Total;2015;97.719
31 años;09 Cataluña;Total;2014;105.702
31 años;09 Cataluña;Total;2013;114.161
31 años;09 Cataluña;Hombres;2021;46.530
31 años;09 Cataluña;Hombres;2020;46.327
31 años;09 Cataluña;Hombres;2019;45.011
31 años;09 Cataluña;Hombres;2018;43.874
31 años;09 Cataluña;Hombres;2017;45.306
31 años;09 Cataluña;Hombres;2016;46.341
31 años;09 Cataluña;Hombres;2015;48.322
31 años;09 Cataluña;Hombres;2014;52.728
31 años;09 Cataluña;Hombres;2013;57.891
31 años;09 Cataluña;Mujeres;2021;45.699
31 años;09 Cataluña;Mujeres;2020;46.626
31 años;09 Cataluña;Mujeres;2019;45.069
31 años;09 Cataluña;Mujeres;2018;45.685
31 años;09 Cataluña;Mujeres;2017;46.270
31 años;09 Cataluña;Mujeres;2016;47.515
31 años;09 Cataluña;Mujeres;2015;49.397
31 años;09 Cataluña;Mujeres;2014;52.974
31 años;09 Cataluña;Mujeres;2013;56.270
31 años;10 Comunitat Valenciana;Total;2021;55.894
31 años;10 Comunitat Valenciana;Total;2020;56.746
31 años;10 Comunitat Valenciana;Total;2019;55.924
31 años;10 Comunitat Valenciana;Total;2018;56.831
31 años;10 Comunitat Valenciana;Total;2017;58.605
31 años;10 Comunitat Valenciana;Total;2016;61.573
31 años;10 Comunitat Valenciana;Total;2015;63.470
31 años;10 Comunitat Valenciana;Total;2014;69.337
31 años;10 Comunitat Valenciana;Total;2013;74.867
31 años;10 Comunitat Valenciana;Hombres;2021;28.071
31 años;10 Comunitat Valenciana;Hombres;2020;28.591
31 años;10 Comunitat Valenciana;Hombres;2019;28.136
31 años;10 Comunitat Valenciana;Hombres;2018;28.358
31 años;10 Comunitat Valenciana;Hombres;2017;29.295
31 años;10 Comunitat Valenciana;Hombres;2016;30.849
31 años;10 Comunitat Valenciana;Hombres;2015;31.958
31 años;10 Comunitat Valenciana;Hombres;2014;35.194
31 años;10 Comunitat Valenciana;Hombres;2013;38.437
31 años;10 Comunitat Valenciana;Mujeres;2021;27.823
31 años;10 Comunitat Valenciana;Mujeres;2020;28.155
31 años;10 Comunitat Valenciana;Mujeres;2019;27.788
31 años;10 Comunitat Valenciana;Mujeres;2018;28.473
31 años;10 Comunitat Valenciana;Mujeres;2017;29.310
31 años;10 Comunitat Valenciana;Mujeres;2016;30.724
31 años;10 Comunitat Valenciana;Mujeres;2015;31.512
31 años;10 Comunitat Valenciana;Mujeres;2014;34.143
31 años;10 Comunitat Valenciana;Mujeres;2013;36.430
31 años;11 Extremadura;Total;2021;12.354
31 años;11 Extremadura;Total;2020;12.447
31 años;11 Extremadura;Total;2019;12.779
31 años;11 Extremadura;Total;2018;12.870
31 años;11 Extremadura;Total;2017;12.964
31 años;11 Extremadura;Total;2016;13.531
31 años;11 Extremadura;Total;2015;14.099
31 años;11 Extremadura;Total;2014;14.796
31 años;11 Extremadura;Total;2013;15.011
31 años;11 Extremadura;Hombres;2021;6.329
31 años;11 Extremadura;Hombres;2020;6.416
31 años;11 Extremadura;Hombres;2019;6.639
31 años;11 Extremadura;Hombres;2018;6.685
31 años;11 Extremadura;Hombres;2017;6.716
31 años;11 Extremadura;Hombres;2016;6.968
31 años;11 Extremadura;Hombres;2015;7.336
31 años;11 Extremadura;Hombres;2014;7.616
31 años;11 Extremadura;Hombres;2013;7.731
31 años;11 Extremadura;Mujeres;2021;6.025
31 años;11 Extremadura;Mujeres;2020;6.031
31 años;11 Extremadura;Mujeres;2019;6.140
31 años;11 Extremadura;Mujeres;2018;6.185
31 años;11 Extremadura;Mujeres;2017;6.248
31 años;11 Extremadura;Mujeres;2016;6.563
31 años;11 Extremadura;Mujeres;2015;6.763
31 años;11 Extremadura;Mujeres;2014;7.180
31 años;11 Extremadura;Mujeres;2013;7.280
31 años;12 Galicia;Total;2021;26.567
31 años;12 Galicia;Total;2020;27.201
31 años;12 Galicia;Total;2019;27.871
31 años;12 Galicia;Total;2018;28.271
31 años;12 Galicia;Total;2017;30.021
31 años;12 Galicia;Total;2016;31.976
31 años;12 Galicia;Total;2015;34.127
31 años;12 Galicia;Total;2014;36.214
31 años;12 Galicia;Total;2013;39.093
31 años;12 Galicia;Hombres;2021;13.347
31 años;12 Galicia;Hombres;2020;13.714
31 años;12 Galicia;Hombres;2019;14.054
31 años;12 Galicia;Hombres;2018;14.153
31 años;12 Galicia;Hombres;2017;15.073
31 años;12 Galicia;Hombres;2016;16.070
31 años;12 Galicia;Hombres;2015;17.139
31 años;12 Galicia;Hombres;2014;18.409
31 años;12 Galicia;Hombres;2013;19.930
31 años;12 Galicia;Mujeres;2021;13.220
31 años;12 Galicia;Mujeres;2020;13.487
31 años;12 Galicia;Mujeres;2019;13.817
31 años;12 Galicia;Mujeres;2018;14.118
31 años;12 Galicia;Mujeres;2017;14.948
31 años;12 Galicia;Mujeres;2016;15.906
31 años;12 Galicia;Mujeres;2015;16.988
31 años;12 Galicia;Mujeres;2014;17.805
31 años;12 Galicia;Mujeres;2013;19.163
31 años;13 Madrid, Comunidad de;Total;2021;84.182
31 años;13 Madrid, Comunidad de;Total;2020;83.402
31 años;13 Madrid, Comunidad de;Total;2019;82.436
31 años;13 Madrid, Comunidad de;Total;2018;82.471
31 años;13 Madrid, Comunidad de;Total;2017;84.312
31 años;13 Madrid, Comunidad de;Total;2016;87.573
31 años;13 Madrid, Comunidad de;Total;2015;89.465
31 años;13 Madrid, Comunidad de;Total;2014;97.224
31 años;13 Madrid, Comunidad de;Total;2013;104.053
31 años;13 Madrid, Comunidad de;Hombres;2021;41.173
31 años;13 Madrid, Comunidad de;Hombres;2020;40.733
31 años;13 Madrid, Comunidad de;Hombres;2019;40.138
31 años;13 Madrid, Comunidad de;Hombres;2018;40.062
31 años;13 Madrid, Comunidad de;Hombres;2017;41.056
31 años;13 Madrid, Comunidad de;Hombres;2016;42.800
31 años;13 Madrid, Comunidad de;Hombres;2015;43.974
31 años;13 Madrid, Comunidad de;Hombres;2014;47.729
31 años;13 Madrid, Comunidad de;Hombres;2013;51.345
31 años;13 Madrid, Comunidad de;Mujeres;2021;43.009
31 años;13 Madrid, Comunidad de;Mujeres;2020;42.669
31 años;13 Madrid, Comunidad de;Mujeres;2019;42.298
31 años;13 Madrid, Comunidad de;Mujeres;2018;42.409
31 años;13 Madrid, Comunidad de;Mujeres;2017;43.256
31 años;13 Madrid, Comunidad de;Mujeres;2016;44.773
31 años;13 Madrid, Comunidad de;Mujeres;2015;45.491
31 años;13 Madrid, Comunidad de;Mujeres;2014;49.495
31 años;13 Madrid, Comunidad de;Mujeres;2013;52.708
31 años;14 Murcia, Región de;Total;2021;18.534
31 años;14 Murcia, Región de;Total;2020;18.532
31 años;14 Murcia, Región de;Total;2019;18.357
31 años;14 Murcia, Región de;Total;2018;18.203
31 años;14 Murcia, Región de;Total;2017;18.977
31 años;14 Murcia, Región de;Total;2016;19.658
31 años;14 Murcia, Región de;Total;2015;20.990
31 años;14 Murcia, Región de;Total;2014;22.738
31 años;14 Murcia, Región de;Total;2013;24.217
31 años;14 Murcia, Región de;Hombres;2021;9.506
31 años;14 Murcia, Región de;Hombres;2020;9.426
31 años;14 Murcia, Región de;Hombres;2019;9.298
31 años;14 Murcia, Región de;Hombres;2018;9.204
31 años;14 Murcia, Región de;Hombres;2017;9.427
31 años;14 Murcia, Región de;Hombres;2016;9.928
31 años;14 Murcia, Región de;Hombres;2015;10.630
31 años;14 Murcia, Región de;Hombres;2014;11.567
31 años;14 Murcia, Región de;Hombres;2013;12.663
31 años;14 Murcia, Región de;Mujeres;2021;9.028
31 años;14 Murcia, Región de;Mujeres;2020;9.106
31 años;14 Murcia, Región de;Mujeres;2019;9.059
31 años;14 Murcia, Región de;Mujeres;2018;8.999
31 años;14 Murcia, Región de;Mujeres;2017;9.550
31 años;14 Murcia, Región de;Mujeres;2016;9.730
31 años;14 Murcia, Región de;Mujeres;2015;10.360
31 años;14 Murcia, Región de;Mujeres;2014;11.171
31 años;14 Murcia, Región de;Mujeres;2013;11.554
31 años;15 Navarra, Comunidad Foral de;Total;2021;7.001
31 años;15 Navarra, Comunidad Foral de;Total;2020;7.183
31 años;15 Navarra, Comunidad Foral de;Total;2019;6.813
31 años;15 Navarra, Comunidad Foral de;Total;2018;7.129
31 años;15 Navarra, Comunidad Foral de;Total;2017;7.304
31 años;15 Navarra, Comunidad Foral de;Total;2016;7.512
31 años;15 Navarra, Comunidad Foral de;Total;2015;7.799
31 años;15 Navarra, Comunidad Foral de;Total;2014;8.554
31 años;15 Navarra, Comunidad Foral de;Total;2013;9.294
31 años;15 Navarra, Comunidad Foral de;Hombres;2021;3.522
31 años;15 Navarra, Comunidad Foral de;Hombres;2020;3.610
31 años;15 Navarra, Comunidad Foral de;Hombres;2019;3.361
31 años;15 Navarra, Comunidad Foral de;Hombres;2018;3.666
31 años;15 Navarra, Comunidad Foral de;Hombres;2017;3.618
31 años;15 Navarra, Comunidad Foral de;Hombres;2016;3.785
31 años;15 Navarra, Comunidad Foral de;Hombres;2015;3.988
31 años;15 Navarra, Comunidad Foral de;Hombres;2014;4.332
31 años;15 Navarra, Comunidad Foral de;Hombres;2013;4.605
31 años;15 Navarra, Comunidad Foral de;Mujeres;2021;3.479
31 años;15 Navarra, Comunidad Foral de;Mujeres;2020;3.573
31 años;15 Navarra, Comunidad Foral de;Mujeres;2019;3.452
31 años;15 Navarra, Comunidad Foral de;Mujeres;2018;3.463
31 años;15 Navarra, Comunidad Foral de;Mujeres;2017;3.686
31 años;15 Navarra, Comunidad Foral de;Mujeres;2016;3.727
31 años;15 Navarra, Comunidad Foral de;Mujeres;2015;3.811
31 años;15 Navarra, Comunidad Foral de;Mujeres;2014;4.222
31 años;15 Navarra, Comunidad Foral de;Mujeres;2013;4.689
31 años;16 País Vasco;Total;2021;21.612
31 años;16 País Vasco;Total;2020;22.332
31 años;16 País Vasco;Total;2019;22.108
31 años;16 País Vasco;Total;2018;22.909
31 años;16 País Vasco;Total;2017;23.577
31 años;16 País Vasco;Total;2016;24.304
31 años;16 País Vasco;Total;2015;25.723
31 años;16 País Vasco;Total;2014;27.316
31 años;16 País Vasco;Total;2013;29.495
31 años;16 País Vasco;Hombres;2021;10.789
31 años;16 País Vasco;Hombres;2020;11.080
31 años;16 País Vasco;Hombres;2019;11.034
31 años;16 País Vasco;Hombres;2018;11.600
31 años;16 País Vasco;Hombres;2017;11.859
31 años;16 País Vasco;Hombres;2016;12.207
31 años;16 País Vasco;Hombres;2015;12.900
31 años;16 País Vasco;Hombres;2014;13.828
31 años;16 País Vasco;Hombres;2013;14.927
31 años;16 País Vasco;Mujeres;2021;10.823
31 años;16 País Vasco;Mujeres;2020;11.252
31 años;16 País Vasco;Mujeres;2019;11.074
31 años;16 País Vasco;Mujeres;2018;11.309
31 años;16 País Vasco;Mujeres;2017;11.718
31 años;16 País Vasco;Mujeres;2016;12.097
31 años;16 País Vasco;Mujeres;2015;12.823
31 años;16 País Vasco;Mujeres;2014;13.488
31 años;16 País Vasco;Mujeres;2013;14.568
31 años;17 Rioja, La;Total;2021;3.365
31 años;17 Rioja, La;Total;2020;3.415
31 años;17 Rioja, La;Total;2019;3.307
31 años;17 Rioja, La;Total;2018;3.411
31 años;17 Rioja, La;Total;2017;3.572
31 años;17 Rioja, La;Total;2016;3.734
31 años;17 Rioja, La;Total;2015;3.911
31 años;17 Rioja, La;Total;2014;4.206
31 años;17 Rioja, La;Total;2013;4.496
31 años;17 Rioja, La;Hombres;2021;1.687
31 años;17 Rioja, La;Hombres;2020;1.644
31 años;17 Rioja, La;Hombres;2019;1.656
31 años;17 Rioja, La;Hombres;2018;1.685
31 años;17 Rioja, La;Hombres;2017;1.748
31 años;17 Rioja, La;Hombres;2016;1.881
31 años;17 Rioja, La;Hombres;2015;1.928
31 años;17 Rioja, La;Hombres;2014;2.170
31 años;17 Rioja, La;Hombres;2013;2.301
31 años;17 Rioja, La;Mujeres;2021;1.678
31 años;17 Rioja, La;Mujeres;2020;1.771
31 años;17 Rioja, La;Mujeres;2019;1.651
31 años;17 Rioja, La;Mujeres;2018;1.726
31 años;17 Rioja, La;Mujeres;2017;1.824
31 años;17 Rioja, La;Mujeres;2016;1.853
31 años;17 Rioja, La;Mujeres;2015;1.983
31 años;17 Rioja, La;Mujeres;2014;2.036
31 años;17 Rioja, La;Mujeres;2013;2.195
31 años;18 Ceuta;Total;2021;1.119
31 años;18 Ceuta;Total;2020;1.168
31 años;18 Ceuta;Total;2019;1.151
31 años;18 Ceuta;Total;2018;1.145
31 años;18 Ceuta;Total;2017;1.269
31 años;18 Ceuta;Total;2016;1.179
31 años;18 Ceuta;Total;2015;1.275
31 años;18 Ceuta;Total;2014;1.288
31 años;18 Ceuta;Total;2013;1.331
31 años;18 Ceuta;Hombres;2021;578
31 años;18 Ceuta;Hombres;2020;580
31 años;18 Ceuta;Hombres;2019;609
31 años;18 Ceuta;Hombres;2018;593
31 años;18 Ceuta;Hombres;2017;647
31 años;18 Ceuta;Hombres;2016;594
31 años;18 Ceuta;Hombres;2015;664
31 años;18 Ceuta;Hombres;2014;664
31 años;18 Ceuta;Hombres;2013;708
31 años;18 Ceuta;Mujeres;2021;541
31 años;18 Ceuta;Mujeres;2020;588
31 años;18 Ceuta;Mujeres;2019;542
31 años;18 Ceuta;Mujeres;2018;552
31 años;18 Ceuta;Mujeres;2017;622
31 años;18 Ceuta;Mujeres;2016;585
31 años;18 Ceuta;Mujeres;2015;611
31 años;18 Ceuta;Mujeres;2014;624
